iter	RMSE
126	835248.5401
127	831236.583
128	824781.9999
129	821291.8763
130	819083.3532
131	816792.2837
132	814691.0582
133	811089.8704
134	808547.1168
135	802497.2931
136	799699.4497
137	797751.3952
138	795765.0497
139	795229.2531
140	794881.9462
141	793607.6215
142	787844.6246
143	786264.6898
144	784119.6824
145	783696.5853
146	782614.5058
147	781202.9941
148	780882.0085
149	779900.8317
150	775648.3634
151	774362.6448
152	773830.5708
153	773436.915
154	772270.4401
155	772081.3652
156	771111.9506
157	769721.3559
158	768695.0862
159	767983.628
160	767550.8358
161	763825.0274
162	763539.8623
163	760305.4968
164	759588.7247
165	759333.7439
166	758419.9561
167	757549.7959
168	756959.6275
169	754363.3627
170	752783.0655
171	751857.6401
172	751480.2171
173	750663.1729
174	749964.8514
175	749643.6446
176	749197.8673
177	749108.3366
178	748839.0423
179	748439.9966
180	747787.752
181	745490.057
182	745202.9865
183	743796.4652
184	742953.9499
185	742215.7688
186	741424.6653
187	740972.9123
188	740498.3758
189	740433.7215
190	740185.1537
191	739908.4084
192	739740.2061
193	739418.7928
194	738439.423
195	738129.835
196	737362.2513
197	737046.9269
198	736554.6534
199	736208.4202
200	735973.5831
201	735764.0934
202	735142.1282
203	734177.5531
204	733664.9407
205	732846.5963
206	732573.6744
207	731544.4112
208	730843.6448
209	730180.0413
210	729948.5186
211	729271.8708
212	728963.1754
213	728775.412
214	728582.3127
215	728343.9838
216	728059.9771
217	727577.3238
218	727084.7059
219	726833.2003
220	725911.5669
221	725776.1365
222	725512.9615
223	725302.0363
224	722901.5538
225	722161.1905
226	720998.1624
227	720733.7678
228	720089.4094
229	719600.8512
230	717786.5282
231	717421.7336
232	716871.5212
233	714642.5623
234	712384.2983
235	712066.3429
236	710093.61
237	708045.6552
238	707938.1296
239	707756.2383
240	706750.0686
241	706095.9601
242	705560.7821
243	705377.3215
244	705095.0988
245	704905.5836
246	703891.6877
247	703701.1115
248	703484.0696
249	701996.2316
250	701849.1231
251	701621.202
252	700012.3721
253	699299.7022
254	699091.3092
255	698689.607
256	698496.2145
257	698092.3602
258	697912.1249
259	696706.1214
260	696136.566
261	695801.035
262	695112.462
263	694739.3933
264	694401.9229
265	694231.2485
266	692666.2392
267	691919.2609
268	691733.9984
269	691170.5358
270	690988.9079
271	690676.4903
272	690534.513
273	690240.2365
274	690103.0117
275	689818.5987
276	689683.2814
277	689188.6295
278	688877.9912
279	688001.9623
280	687823.9879
281	687525.4589
282	687385.836
283	687291.7845
284	687171.5322
285	686888.3367
286	686781.2486
287	686234.5331
288	685902.688
289	685479.5738
290	684905.7398
291	682972.575
292	681274.0273
293	681084.4855
294	680633.389
295	680547.0448
296	680331.6371
297	679582.7174
298	678983.3438
299	678659.3541
300	678583.5977
301	678416.6874
302	678307.4375
303	677601.8194
304	677426.1879
305	677035.4007
306	675435.2515
307	675312.0451
308	675235.6471
309	674897.9418
310	674765.8835
311	674095.9174
312	673533.4429
313	673255.3499
314	673118.4691
315	672596.1172
316	671601.7262
317	671492.5978
318	671240.2078
319	670377.6077
320	670002.7599
321	669896.7768
322	669579.1783
323	668546.883
324	667229.8378
325	667157.9445
326	666588.3145
327	666400.0445
328	666033.9256
329	665849.6898
330	664413.5663
331	662701.4272
332	661058.6604
333	660666.5854
334	660505.9996
335	659986.9081
336	659375.267
337	659235.4993
338	659185.9904
339	658740.8435
340	658501.0204
341	657077.0663
342	656557.5661
343	656494.5979
344	656380.9653
345	656324.4362
346	655735.0118
347	655283.7896
348	654982.9871
349	654655.3039
350	654076.0212
351	653321.4645
352	653261.3007
353	652656.1478
354	652330.4135
355	652125.599
356	651576.9765
357	651033.0906
358	650367.4595
359	649948.9418
360	649268.0721
361	649152.454
362	648766.3252
363	648650.0536
364	648518.1694
365	648296.7065
366	648178.132
367	646982.6981
368	646827.6379
369	646777.681
370	646505.4821
371	645688.5738
372	644235.1501
373	643726.7135
374	643674.6995
375	643425.8043
376	642601.5169
377	642323.1542
378	641686.4657
379	641548.9962
380	641443.9372
381	641000.9156
382	640274.7796
383	640230.5394
384	639898.4437
385	639488.7115
386	638944.9734
387	638901.5704
388	638250.2101
389	638072.1831
390	637966.6622
391	636860.1884
392	636703.1154
393	635351.3943
394	634159.7233
395	633962.5127
396	633731.6763
397	633555.4275
398	631981.6853
399	631868.0243
400	631187.952
401	630787.5199
402	630306.4895
403	629162.28
404	628777.4428
405	628186.3878
406	627965.6152
407	627700.5001
408	626945.7603
409	626410.6061
410	626267.1861
411	626065.8878
412	626004.7786
413	624924.0762
414	624800.7186
415	624440.5671
416	624079.0942
417	623853.3674
418	623803.9352
419	623154.0107
420	622791.4029
421	622307.4253
422	621341.1383
423	621133.5026
424	620150.998
425	619628.0653
426	618515.3646
427	618431.894
428	618329.6214
429	618233.0663
430	617880.3125
431	617766.0623
432	617733.7084
433	617004.8647
434	615610.6921
435	615350.1522
436	615324.1875
437	614815.0411
438	612766.4306
439	612410.9158
440	612095.6241
441	612061.0022
442	611816.3434
443	611583.7334
444	611437.1155
445	611291.4354
446	610789.4976
447	610592.5583
448	610160.5638
449	609411.2703
450	609002.2123
451	608878.922
452	608846.7592
453	608783.5074
454	608440.8096
455	607873.3648
456	607702.3295
457	607189.5275
458	606387.1711
459	605268.0904
460	604222.7548
461	604154.8241
462	603700.1601
463	603347.2215
464	602376.1862
465	602268.6326
466	602045.3053
467	601315.8262
468	601152.4042
469	601052.8272
470	600666.5566
471	600311.7061
472	600134.4967
473	599707.2978
474	599573.7946
475	599402.2191
476	599194.3364
477	598398.5385
478	598361.4151
479	598260.1338
480	597459.9112
481	596961.4754
482	596398.0868
483	596009.7739
484	595941.8845
485	594088.7762
486	593107.0574
487	592225.2128
488	592071.0045
489	591503.2318
490	591166.9469
491	589834.7459
492	589521.4411
493	589421.6166
494	589298.1388
495	588898.4753
496	588867.525
497	588204.7536
498	588024.1276
499	587714.8883
500	587517.2024
501	587469.2693
502	586844.259
503	586539.6179
504	586374.3793
505	586346.3154
506	584714.3198
507	584236.4262
508	583050.3749
509	582765.715
510	582112.6786
511	581314.9516
512	580937.437
513	580619.7092
514	580437.4337
515	579895.21
516	579487.8081
517	579386.4077
518	579086.3753
519	578802.4176
520	578735.2116
521	578710.9141
522	578324.0744
523	577983.654
524	577898.6294
525	577539.3734
526	577391.1779
527	576778.8575
528	576551.9559
529	576209.7357
530	575884.4926
531	575223.5212
532	574549.2426
533	574400.3998
534	574067.3024
535	573922.2424
536	573699.3806
537	573634.0601
538	572872.7542
539	572578.7463
540	572277.2173
541	572198.8731
542	571702.8346
543	571190.2276
544	570459.038
545	570439.5016
546	570047.8868
547	569533.2954
548	569459.3226
549	569279.8498
550	568561.8249
551	567837.1625
552	567711.5016
553	567082.5469
554	566868.5436
555	566513.7006
556	566440.0978
557	566370.3836
558	566210.2334
559	566158.839
560	566080.7635
561	565797.7787
562	565658.1007
563	565109.8966
564	564622.0998
565	564465.1432
566	564357.0054
567	563833.8109
568	563706.5828
569	563410.1486
570	563175.1674
571	562699.8755
572	562263.0393
573	562190.2537
574	561871.2161
575	561662.6871
576	561591.1527
577	561037.8089
578	560720.9258
579	560254.3077
580	560183.9711
581	558698.2557
582	558402.3814
583	558113.4505
584	556764.9567
585	556235.2182
586	556019.8237
587	555910.1479
588	555889.7437
589	555585.7536
590	555275.7028
591	555250.6013
592	555122.921
593	553902.7333
594	553242.1903
595	553092.9548
596	552656.3737
597	552611.9177
598	552306.3821
599	552275.2506
600	551552.3855
601	551539.122
602	551459.8887
603	550797.1178
604	550463.6201
605	550387.5243
606	549937.6698
607	549326.2841
608	549080.9664
609	548826.2132
610	548788.2716
611	548333.5312
612	548157.3166
613	547541.9743
614	547298.9153
615	547252.7602
616	546762.0506
617	546408.8861
618	545877.4523
619	545611.1713
620	545215.8957
621	544940.4244
622	544893.6087
623	544609.3561
624	544151.6058
625	544113.5384
626	543519.1234
627	542380.7265
628	542064.0509
629	541966.4243
630	541817.8142
631	541115.9364
632	540636.7163
633	540589.362
634	540241.5828
635	539980.73
636	539509.4366
637	539485.5906
638	538411.0061
639	538399.3679
640	538209.9922
641	537333.44
642	537058.1029
643	537008.3786
644	536538.7749
645	536116.1522
646	535787.1738
647	534785.8617
648	534743.6445
649	534497.7516
650	534198.1487
651	533994.274
652	533552.0749
653	533202.8499
654	532971.8997
655	532066.1386
656	531829.4314
657	531230.4335
658	530841.319
659	530422.7347
660	530168.1728
661	529964.5743
662	529894.8002
663	529429.6639
664	528602.4382
665	528543.5057
666	528301.4658
667	528197.7358
668	528028.461
669	527922.8158
670	527523.5214
671	527414.0484
672	527194.271
673	527053.1202
674	526778.9816
675	526713.9966
676	526406.7348
677	526149.841
678	526022.6516
679	525791.8814
680	525674.9085
681	525231.4723
682	525202.5769
683	525100.2302
684	525055.8069
685	524835.82
686	524563.6717
687	524200.6806
688	523320.6426
689	523109.6216
690	523029.2393
691	522769.6687
692	522440.7213
693	521630.6735
694	521478.9565
695	520926.1738
696	520878.2847
697	520782.5824
698	520262.0694
699	520106.2684
700	519823.7398
701	519794.1254
702	519686.143
703	519213.0671
704	519108.9565
705	518975.1577
706	518903.4602
707	518878.6698
708	518828.0996
709	518382.5139
710	518278.7587
711	518250.1387
712	517997.2598
713	517515.4419
714	516965.043
715	516942.7915
716	516579.1946
717	515798.2623
718	515509.3946
719	515061.1448
720	514832.2519
721	514684.3675
722	514457.4573
723	514186.4085
724	514143.0886
725	514002.9325
726	513959.1592
727	513647.2255
728	513477.2276
729	513361.6109
730	513259.2888
731	512869.7979
732	512765.6322
733	512288.7913
734	512175.4334
735	511957.3214
736	511222.1757
737	511071.0005
738	510862.2555
739	510811.2471
740	510560.9849
741	510223.5327
742	510192.0147
743	509947.8881
744	509894.0568
745	509804.9594
746	509101.9746
747	508889.4325
748	508422.1688
749	508099.019
750	507423.1115
751	507183.3131
752	507101.3447
753	507074.6096
754	506990.1225
755	506921.2035
756	506428.1374
757	506356.9999
758	505946.0814
759	505708.2169
760	505496.4057
761	505212.469
762	505108.9116
763	504898.9013
764	504771.3295
765	504733.5219
766	504317.7698
767	504194.5397
768	503568.9519
769	503485.9785
770	503056.6357
771	502709.695
772	502320.703
773	502292.9186
774	502267.4326
775	502033.2207
776	501539.265
777	501451.7303
778	501396.0262
779	501364.6578
780	500964.5486
781	500768.4281
782	500689.4075
783	500612.3923
784	500022.1206
785	499663.7835
786	499540.0839
787	499150.3495
788	499019.6068
789	498979.5111
790	498647.354
791	498325.8674
792	498117.6368
793	497768.0589
794	497513.807
795	497462.853
796	497383.384
797	497335.2066
798	497300.394
799	497139.7479
800	497105.4362
801	497071.9966
802	497027.8927
803	496961.5072
804	496917.6079
805	496407.8431
806	496269.2443
807	495507.8823
808	495466.4196
809	495348.029
810	495151.9245
811	495053.2129
812	494821.1041
813	494778.2433
814	494581.2114
815	494396.5192
816	494316.5256
817	494181.8804
818	494008.7891
819	493953.3859
820	493614.3891
821	493568.8363
822	493475.3876
823	493289.23
824	493011.1294
825	492726.0539
826	492621.5227
827	492378.5788
828	492204.6823
829	491647.1437
830	491334.4724
831	491171.2309
832	490507.1413
833	490213.0878
834	490130.5847
835	490113.7748
836	490031.849
837	489656.4258
838	489315.3095
839	489151.373
840	489083.2905
841	488754.1271
842	488472.213
843	488264.6153
844	488207.5496
845	488028.2988
846	487874.5166
847	487820.7981
848	487492.1305
849	486955.5201
850	486707.8846
851	486229.0006
852	486030.8826
853	485939.7998
854	485750.3345
855	485475.1377
856	485137.7682
857	484737.3186
858	484456.3588
859	484301.6039
860	484044.9436
861	483975.3307
862	483959.6939
863	483849.4375
864	483771.6377
865	483747.7939
866	482971.6493
867	482680.0371
868	482618.7633
869	482530.5282
870	482364.0614
871	482143.0758
872	482070.8271
873	481866.473
874	481785.1173
875	481589.4397
876	481298.6633
877	480847.0278
878	480777.6817
879	480589.9678
880	480567.5405
881	480258.1747
882	480224.6279
883	480068.9869
884	479980.4751
885	479889.9488
886	479649.2496
887	479377.6268
888	478986.5039
889	478545.1204
890	478477.6873
891	478405.3739
892	477668.8698
893	477351.5123
894	477205.9522
895	477112.5337
896	476891.4599
897	476692.1662
898	476673.102
899	476512.4956
900	476193.9433
901	476119.7806
902	476024.9911
903	475879.2889
904	475471.3214
905	475345.0052
906	475239.4073
907	475218.028
908	475160.5653
909	475135.7252
910	475109.958
911	474643.7986
912	474549.9356
913	474414.6947
914	474256.0768
915	474168.4263
916	473763.1711
917	473479.6482
918	473336.4749
919	473101.3308
920	472964.7318
921	472757.6568
922	472379.8653
923	472238.8323
924	472110.9077
925	471984.1555
926	471971.7692
927	471850.253
928	471836.0568
929	471715.3761
930	471516.562
931	471003.7166
932	470784.6523
933	470586.4547
934	470539.4417
935	470446.4602
936	470419.4782
937	470335.6993
938	470222.9459
939	470156.6576
940	469790.0682
941	469711.2179
942	469662.6604
943	469578.3194
944	469349.357
945	469296.6245
946	468815.3979
947	468491.0058
948	468024.2225
949	467826.6262
950	467573.2601
951	467471.0915
952	467015.9921
953	466759.8876
954	466509.8015
955	465832.8373
956	465681.9335
957	465609.6196
958	465510.6659
959	465421.0301
960	465366.1777
961	465260.8807
962	465159.1197
963	465100.8216
964	465090.2888
965	465049.6426
966	464898.8977
967	464775.2063
968	464561.3342
969	464492.2683
970	464388.6235
971	464365.6561
972	464323.438
973	464314.9264
974	464298.704
975	464131.6428
976	463974.6681
977	463867.1974
978	463858.5363
979	463697.4157
980	463526.1257
981	463410.5992
982	463244.7713
983	463099.147
984	462994.7692
985	462777.9715
986	462342.3888
987	462099.4085
988	462062.1294
989	461608.7282
990	460930.2033
991	460649.6526
992	460448.4339
993	460032.6955
994	460000.7008
995	459934.39
996	459494.9033
997	459380.9311
998	459274.6052
999	459129.1297
