iter	RMSE
749	142776.5924
750	142663.8042
751	142506.3747
752	142312.0882
753	142190.378
754	142096.9081
755	142038.5111
756	141890.0894
757	141793.5105
758	141695.9651
759	141604.7716
760	141514.2995
761	141355.4652
762	141262.3612
763	141142.445
764	140902.6314
765	140791.8803
766	140711.5279
767	140625.5866
768	140544.0631
769	140397.6462
770	140257.3113
771	140119.72
772	139959.7484
773	139868.2567
774	139824.0782
775	139625.41
776	139472.6611
777	139326.5139
778	139186.6339
779	139097.4462
780	138995.093
781	138860.586
782	138810.6027
783	138681.6235
784	138558.0799
785	138455.5817
786	138370.6527
787	138327.8948
788	138242.0236
789	138096.2979
790	138037.0039
791	137917.2538
792	137802.5586
793	137708.9202
794	137598.9572
795	137521.3664
796	137449.3356
797	137258.2882
798	137212.1773
799	137071.2289
800	136978.0339
801	136885.9477
802	136781.4943
803	136749.5619
804	136649.4105
805	136411.005
806	136314.5529
807	136262.6596
808	136184.4138
809	136073.6506
810	135947.7349
811	135895.6549
812	135819.2885
813	135676.1449
814	135462.1238
815	135360.0635
816	135310.7279
817	135086.5007
818	135026.4403
819	134875.3344
820	134726.5041
821	134658.4385
822	134452.3867
823	134308.7812
824	134235.5561
825	134092.9148
826	133895.2076
827	133718.0955
828	133588.6747
829	133536.9671
830	133467.3378
831	133268.056
832	132975.3517
833	132829.5377
834	132661.8726
835	132476.2019
836	132372.4301
837	132279.433
838	132129.0039
839	131863.5979
840	131765.6979
841	131604.3557
842	131432.2906
843	131338.4419
844	131204.0908
845	130884.0058
846	130784.0835
847	130657.254
848	130623.3599
849	129854.9999
850	129702.5128
851	129617.776
852	129451.3008
853	129385.1428
854	129283.9336
855	129221.4129
856	128851.3984
857	128732.3109
858	128041.5299
859	127979.175
860	127536.2308
861	127460.2555
862	127317.9549
863	127277.7618
864	127196.9556
865	126933.0479
866	126773.4276
867	126605.0706
868	126556.4844
869	126472.1373
870	126381.2345
871	126294.0717
872	126217.1737
873	126020.7741
874	125965.0367
875	125849.8372
876	125824.4198
877	125789.7927
878	125734.0543
879	125500.7545
880	125387.506
881	125345.0839
882	125220.4214
883	124608.7018
884	124430.9331
885	124337.0505
886	124224.6391
887	124021.8445
888	123963.0734
889	123878.904
890	123769.3719
891	123724.3675
892	123582.2609
893	123520.7227
894	123434.2444
895	123213.5563
896	123107.4085
897	122982.681
898	122938.2098
899	122803.5089
900	122720.6389
901	122664.7909
902	122514.0651
903	122344.9905
904	122260.87
905	122160.7995
906	122081.6957
907	121868.7457
908	121617.6827
909	121570.7789
910	121392.3744
911	121320.3338
912	121232.4882
913	121148.2366
914	121067.4238
915	121024.9213
916	120906.5956
917	120762.031
918	120699.7524
919	120537.1193
920	119944.6796
921	119861.9723
922	119768.4364
923	119633.0776
924	119481.2544
925	119088.2301
926	118841.7692
927	118717.5689
928	118636.2361
929	118565.0283
930	118493.1945
931	118355.2773
932	118218.7952
933	118141.5311
934	118010.5424
935	117797.1516
936	117757.5903
937	117701.776
938	117586.7154
939	117508.5927
940	117411.3327
941	117383.6016
942	117247.8922
943	117145.3379
944	117071.461
945	116999.6148
946	116957.9018
947	116893.7954
948	116791.4007
949	116721.9026
950	116570.8047
951	116383.8422
952	116266.868
953	116198.6874
954	116153.1244
955	116106.4227
956	116060.7768
957	115955.8443
958	115710.3811
959	115667.5408
960	115463.9767
961	115376.9924
962	115327.97
963	115197.7297
964	115134.9751
965	115095.5067
966	115025.0113
967	114979.8169
968	114898.0785
969	114854.6683
970	114640.7963
971	114587.7999
972	114482.168
973	114450.3928
974	114405.9589
975	114369.3711
976	114312.2927
977	114140.7578
978	114081.8126
979	114052.8431
980	113991.3484
981	113958.1813
982	113872.5626
983	113828.9739
984	113799.2571
985	113759.8374
986	113621.3442
987	113549.9693
988	113523.6932
989	113421.6007
990	113185.8954
991	113035.1069
992	113010.8568
993	112962.2935
994	112856.963
995	112800.0092
996	112742.7564
997	112715.1158
998	112549.6166
999	112508.0747
